CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
10872,2014-01-09 00:00:00.0000000,"USD","SAR",3.7505,3.7543,2014-01-09 00:00:00.0000000
10873,2014-01-09 00:00:00.0000000,"USD","VEB",1311.0000,1311.0599,2014-01-09 00:00:00.0000000
10874,2014-01-10 00:00:00.0000000,"USD","ARS",3.8500,3.8496,2014-01-10 00:00:00.0000000
10875,2014-01-10 00:00:00.0000000,"USD","AUD",1.7867,1.7866,2014-01-10 00:00:00.0000000
10876,2014-01-10 00:00:00.0000000,"USD","BRL",2.8550,2.8519,2014-01-10 00:00:00.0000000
10877,2014-01-10 00:00:00.0000000,"USD","CAD",1.5196,1.5119,2014-01-10 00:00:00.0000000
10878,2014-01-10 00:00:00.0000000,"USD","CNY",8.2872,8.2864,2014-01-10 00:00:00.0000000
10879,2014-01-10 00:00:00.0000000,"USD","EUR",1.0200,1.0195,2014-01-10 00:00:00.0000000
10880,2014-01-10 00:00:00.0000000,"USD","GBP",0.6556,0.6546,2014-01-10 00:00:00.0000000
10881,2014-01-10 00:00:00.0000000,"USD","JPY",120.0600,119.9710,2014-01-10 00:00:00.0000000
10882,2014-01-10 00:00:00.0000000,"USD","MXN",9.9778,9.9770,2014-01-10 00:00:00.0000000
10883,2014-01-10 00:00:00.0000000,"USD","SAR",3.7505,3.7440,2014-01-10 00:00:00.0000000
10884,2014-01-10 00:00:00.0000000,"USD","VEB",1321.0000,1320.9800,2014-01-10 00:00:00.0000000
10885,2014-01-11 00:00:00.0000000,"USD","ARS",3.8100,3.8108,2014-01-11 00:00:00.0000000
10886,2014-01-11 00:00:00.0000000,"USD","AUD",1.7728,1.7738,2014-01-11 00:00:00.0000000
10887,2014-01-11 00:00:00.0000000,"USD","BRL",2.8239,2.8310,2014-01-11 00:00:00.0000000
10888,2014-01-11 00:00:00.0000000,"USD","CAD",1.5112,1.5169,2014-01-11 00:00:00.0000000
10889,2014-01-11 00:00:00.0000000,"USD","CNY",8.2871,8.2873,2014-01-11 00:00:00.0000000
10890,2014-01-11 00:00:00.0000000,"USD","EUR",1.0119,1.0127,2014-01-11 00:00:00.0000000
10891,2014-01-11 00:00:00.0000000,"USD","GBP",0.6540,0.6545,2014-01-11 00:00:00.0000000
10892,2014-01-11 00:00:00.0000000,"USD","JPY",119.5800,119.6780,2014-01-11 00:00:00.0000000
10893,2014-01-11 00:00:00.0000000,"USD","MXN",9.9664,9.9710,2014-01-11 00:00:00.0000000
10894,2014-01-11 00:00:00.0000000,"USD","SAR",3.7504,3.7507,2014-01-11 00:00:00.0000000
10895,2014-01-11 00:00:00.0000000,"USD","VEB",1352.0000,1352.0899,2014-01-11 00:00:00.0000000
10896,2014-01-12 00:00:00.0000000,"USD","ARS",3.8200,3.8199,2014-01-12 00:00:00.0000000
10897,2014-01-12 00:00:00.0000000,"USD","AUD",1.7746,1.7743,2014-01-12 00:00:00.0000000
10898,2014-01-12 00:00:00.0000000,"USD","BRL",2.8260,2.8199,2014-01-12 00:00:00.0000000
10899,2014-01-12 00:00:00.0000000,"USD","CAD",1.5190,1.5167,2014-01-12 00:00:00.0000000
10900,2014-01-12 00:00:00.0000000,"USD","CNY",8.2871,8.2864,2014-01-12 00:00:00.0000000
10901,2014-01-12 00:00:00.0000000,"USD","EUR",1.0084,1.0083,2014-01-12 00:00:00.0000000
10902,2014-01-12 00:00:00.0000000,"USD","GBP",0.6522,0.6512,2014-01-12 00:00:00.0000000
10903,2014-01-12 00:00:00.0000000,"USD","JPY",119.4900,119.4080,2014-01-12 00:00:00.0000000
10904,2014-01-12 00:00:00.0000000,"USD","MXN",9.9550,9.9489,2014-01-12 00:00:00.0000000
10905,2014-01-12 00:00:00.0000000,"USD","SAR",3.7504,3.7441,2014-01-12 00:00:00.0000000
10906,2014-01-12 00:00:00.0000000,"USD","VEB",1381.0000,1380.9900,2014-01-12 00:00:00.0000000
10907,2014-01-13 00:00:00.0000000,"USD","ARS",3.8200,3.8209,2014-01-13 00:00:00.0000000
10908,2014-01-13 00:00:00.0000000,"USD","AUD",1.7746,1.7755,2014-01-13 00:00:00.0000000
10909,2014-01-13 00:00:00.0000000,"USD","BRL",2.8260,2.8330,2014-01-13 00:00:00.0000000
10910,2014-01-13 00:00:00.0000000,"USD","CAD",1.5189,1.5262,2014-01-13 00:00:00.0000000
10911,2014-01-13 00:00:00.0000000,"USD","CNY",8.2871,8.2881,2014-01-13 00:00:00.0000000
10912,2014-01-13 00:00:00.0000000,"USD","EUR",1.0089,1.0098,2014-01-13 00:00:00.0000000
10913,2014-01-13 00:00:00.0000000,"USD","GBP",0.6525,0.6526,2014-01-13 00:00:00.0000000
10914,2014-01-13 00:00:00.0000000,"USD","JPY",119.5800,119.6050,2014-01-13 00:00:00.0000000
10915,2014-01-13 00:00:00.0000000,"USD","MXN",9.9550,9.9589,2014-01-13 00:00:00.0000000
10916,2014-01-13 00:00:00.0000000,"USD","SAR",3.7504,3.7541,2014-01-13 00:00:00.0000000
10917,2014-01-13 00:00:00.0000000,"USD","VEB",1381.0000,1381.0999,2014-01-13 00:00:00.0000000
10918,2014-01-14 00:00:00.0000000,"USD","ARS",3.8200,3.8195,2014-01-14 00:00:00.0000000
10919,2014-01-14 00:00:00.0000000,"USD","AUD",1.7726,1.7721,2014-01-14 00:00:00.0000000
10920,2014-01-14 00:00:00.0000000,"USD","BRL",2.8260,2.8210,2014-01-14 00:00:00.0000000
10921,2014-01-14 00:00:00.0000000,"USD","CAD",1.5189,1.5124,2014-01-14 00:00:00.0000000
10922,2014-01-14 00:00:00.0000000,"USD","CNY",8.2871,8.2866,2014-01-14 00:00:00.0000000
10923,2014-01-14 00:00:00.0000000,"USD","EUR",1.0087,1.0083,2014-01-14 00:00:00.0000000
10924,2014-01-14 00:00:00.0000000,"USD","GBP",0.6523,0.6515,2014-01-14 00:00:00.0000000
10925,2014-01-14 00:00:00.0000000,"USD","JPY",119.6200,119.6059,2014-01-14 00:00:00.0000000
10926,2014-01-14 00:00:00.0000000,"USD","MXN",9.9550,9.9499,2014-01-14 00:00:00.0000000
10927,2014-01-14 00:00:00.0000000,"USD","SAR",3.7504,3.7501,2014-01-14 00:00:00.0000000
10928,2014-01-14 00:00:00.0000000,"USD","VEB",1381.0000,1380.9700,2014-01-14 00:00:00.0000000
10929,2014-01-15 00:00:00.0000000,"USD","ARS",3.8200,3.8201,2014-01-15 00:00:00.0000000
10930,2014-01-15 00:00:00.0000000,"USD","AUD",1.7794,1.7802,2014-01-15 00:00:00.0000000
10931,2014-01-15 00:00:00.0000000,"USD","BRL",2.8980,2.9020,2014-01-15 00:00:00.0000000
10932,2014-01-15 00:00:00.0000000,"USD","CAD",1.5165,1.5172,2014-01-15 00:00:00.0000000
10933,2014-01-15 00:00:00.0000000,"USD","CNY",8.2870,8.2876,2014-01-15 00:00:00.0000000
10934,2014-01-15 00:00:00.0000000,"USD","EUR",1.0091,1.0092,2014-01-15 00:00:00.0000000
10935,2014-01-15 00:00:00.0000000,"USD","GBP",0.6523,0.6533,2014-01-15 00:00:00.0000000
10936,2014-01-15 00:00:00.0000000,"USD","JPY",119.6700,119.6900,2014-01-15 00:00:00.0000000
10937,2014-01-15 00:00:00.0000000,"USD","MXN",10.0030,10.0050,2014-01-15 00:00:00.0000000
10938,2014-01-15 00:00:00.0000000,"USD","SAR",3.7503,3.7593,2014-01-15 00:00:00.0000000
10939,2014-01-15 00:00:00.0000000,"USD","VEB",1381.0000,1381.0200,2014-01-15 00:00:00.0000000
10940,2014-01-16 00:00:00.0000000,"USD","ARS",3.6299,3.6297,2014-01-16 00:00:00.0000000
10941,2014-01-16 00:00:00.0000000,"USD","AUD",1.7740,1.7735,2014-01-16 00:00:00.0000000
10942,2014-01-16 00:00:00.0000000,"USD","BRL",2.8950,2.8879,2014-01-16 00:00:00.0000000
10943,2014-01-16 00:00:00.0000000,"USD","CAD",1.5274,1.5267,2014-01-16 00:00:00.0000000
10944,2014-01-16 00:00:00.0000000,"USD","CNY",8.2870,8.2867,2014-01-16 00:00:00.0000000
10945,2014-01-16 00:00:00.0000000,"USD","EUR",1.0139,1.0136,2014-01-16 00:00:00.0000000
10946,2014-01-16 00:00:00.0000000,"USD","GBP",0.6512,0.6505,2014-01-16 00:00:00.0000000
10947,2014-01-16 00:00:00.0000000,"USD","JPY",119.9500,119.8720,2014-01-16 00:00:00.0000000
10948,2014-01-16 00:00:00.0000000,"USD","MXN",9.9957,9.9920,2014-01-16 00:00:00.0000000
10949,2014-01-16 00:00:00.0000000,"USD","SAR",3.7503,3.7441,2014-01-16 00:00:00.0000000
10950,2014-01-16 00:00:00.0000000,"USD","VEB",1326.2500,1326.1800,2014-01-16 00:00:00.0000000
10951,2014-01-17 00:00:00.0000000,"USD","ARS",3.5800,3.5800,2014-01-17 00:00:00.0000000
10952,2014-01-17 00:00:00.0000000,"USD","AUD",1.7856,1.7864,2014-01-17 00:00:00.0000000
10953,2014-01-17 00:00:00.0000000,"USD","BRL",2.8599,2.8679,2014-01-17 00:00:00.0000000
10954,2014-01-17 00:00:00.0000000,"USD","CAD",1.5321,1.5366,2014-01-17 00:00:00.0000000
10955,2014-01-17 00:00:00.0000000,"USD","CNY",8.2867,8.2874,2014-01-17 00:00:00.0000000
10956,2014-01-17 00:00:00.0000000,"USD","EUR",1.0200,1.0203,2014-01-17 00:00:00.0000000
10957,2014-01-17 00:00:00.0000000,"USD","GBP",0.6546,0.6552,2014-01-17 00:00:00.0000000
10958,2014-01-17 00:00:00.0000000,"USD","JPY",119.8300,119.8379,2014-01-17 00:00:00.0000000
10959,2014-01-17 00:00:00.0000000,"USD","MXN",9.9788,9.9879,2014-01-17 00:00:00.0000000
10960,2014-01-17 00:00:00.0000000,"USD","SAR",3.7509,3.7541,2014-01-17 00:00:00.0000000
10961,2014-01-17 00:00:00.0000000,"USD","VEB",1266.0000,1266.0300,2014-01-17 00:00:00.0000000
10962,2014-01-18 00:00:00.0000000,"USD","ARS",3.5800,3.5792,2014-01-18 00:00:00.0000000
10963,2014-01-18 00:00:00.0000000,"USD","AUD",1.7991,1.7986,2014-01-18 00:00:00.0000000
10964,2014-01-18 00:00:00.0000000,"USD","BRL",2.8570,2.8559,2014-01-18 00:00:00.0000000
10965,2014-01-18 00:00:00.0000000,"USD","CAD",1.5283,1.5227,2014-01-18 00:00:00.0000000
10966,2014-01-18 00:00:00.0000000,"USD","CNY",8.2867,8.2861,2014-01-18 00:00:00.0000000
10967,2014-01-18 00:00:00.0000000,"USD","EUR",1.0214,1.0207,2014-01-18 00:00:00.0000000
10968,2014-01-18 00:00:00.0000000,"USD","GBP",0.6550,0.6541,2014-01-18 00:00:00.0000000
10969,2014-01-18 00:00:00.0000000,"USD","JPY",120.0500,119.9740,2014-01-18 00:00:00.0000000
10970,2014-01-18 00:00:00.0000000,"USD","MXN",9.9807,9.9719,2014-01-18 00:00:00.0000000
10971,2014-01-18 00:00:00.0000000,"USD","SAR",3.7507,3.7433,2014-01-18 00:00:00.0000000
10972,2014-01-18 00:00:00.0000000,"USD","VEB",1296.0000,1295.9300,2014-01-18 00:00:00.0000000
10973,2014-01-19 00:00:00.0000000,"USD","ARS",3.5800,3.5808,2014-01-19 00:00:00.0000000
10974,2014-01-19 00:00:00.0000000,"USD","AUD",1.7949,1.7949,2014-01-19 00:00:00.0000000
10975,2014-01-19 00:00:00.0000000,"USD","BRL",2.9518,2.9550,2014-01-19 00:00:00.0000000
10976,2014-01-19 00:00:00.0000000,"USD","CAD",1.5226,1.5228,2014-01-19 00:00:00.0000000
10977,2014-01-19 00:00:00.0000000,"USD","CNY",8.2866,8.2873,2014-01-19 00:00:00.0000000
10978,2014-01-19 00:00:00.0000000,"USD","EUR",1.0273,1.0277,2014-01-19 00:00:00.0000000
10979,2014-01-19 00:00:00.0000000,"USD","GBP",0.6570,0.6571,2014-01-19 00:00:00.0000000
10980,2014-01-19 00:00:00.0000000,"USD","JPY",120.4100,120.4790,2014-01-19 00:00:00.0000000
10981,2014-01-19 00:00:00.0000000,"USD","MXN",9.9234,9.9280,2014-01-19 00:00:00.0000000
10982,2014-01-19 00:00:00.0000000,"USD","SAR",3.7505,3.7587,2014-01-19 00:00:00.0000000
10983,2014-01-19 00:00:00.0000000,"USD","VEB",1296.0000,1296.0200,2014-01-19 00:00:00.0000000
10984,2014-01-20 00:00:00.0000000,"USD","ARS",3.5800,3.5792,2014-01-20 00:00:00.0000000
10985,2014-01-20 00:00:00.0000000,"USD","AUD",1.7963,1.7954,2014-01-20 00:00:00.0000000
10986,2014-01-20 00:00:00.0000000,"USD","BRL",2.9518,2.9480,2014-01-20 00:00:00.0000000
10987,2014-01-20 00:00:00.0000000,"USD","CAD",1.5244,1.5192,2014-01-20 00:00:00.0000000
10988,2014-01-20 00:00:00.0000000,"USD","CNY",8.2866,8.2856,2014-01-20 00:00:00.0000000
10989,2014-01-20 00:00:00.0000000,"USD","EUR",1.0274,1.0274,2014-01-20 00:00:00.0000000
10990,2014-01-20 00:00:00.0000000,"USD","GBP",0.6574,0.6573,2014-01-20 00:00:00.0000000
10991,2014-01-20 00:00:00.0000000,"USD","JPY",120.2100,120.1119,2014-01-20 00:00:00.0000000
10992,2014-01-20 00:00:00.0000000,"USD","MXN",9.8949,9.8859,2014-01-20 00:00:00.0000000
10993,2014-01-20 00:00:00.0000000,"USD","SAR",3.7505,3.7477,2014-01-20 00:00:00.0000000
10994,2014-01-20 00:00:00.0000000,"USD","VEB",1296.0000,1295.9700,2014-01-20 00:00:00.0000000
10995,2014-01-21 00:00:00.0000000,"USD","ARS",3.5800,3.5800,2014-01-21 00:00:00.0000000
10996,2014-01-21 00:00:00.0000000,"USD","AUD",1.7937,1.7938,2014-01-21 00:00:00.0000000
10997,2014-01-21 00:00:00.0000000,"USD","BRL",2.9518,2.9520,2014-01-21 00:00:00.0000000
10998,2014-01-21 00:00:00.0000000,"USD","CAD",1.5244,1.5310,2014-01-21 00:00:00.0000000
10999,2014-01-21 00:00:00.0000000,"USD","CNY",8.2866,8.2874,2014-01-21 00:00:00.0000000
11000,2014-01-21 00:00:00.0000000,"USD","EUR",1.0261,1.0266,2014-01-21 00:00:00.0000000
11001,2014-01-21 00:00:00.0000000,"USD","GBP",0.6570,0.6573,2014-01-21 00:00:00.0000000
11002,2014-01-21 00:00:00.0000000,"USD","JPY",120.0400,120.1290,2014-01-21 00:00:00.0000000
11003,2014-01-21 00:00:00.0000000,"USD","MXN",9.8949,9.9039,2014-01-21 00:00:00.0000000
11004,2014-01-21 00:00:00.0000000,"USD","SAR",3.7505,3.7517,2014-01-21 00:00:00.0000000
11005,2014-01-21 00:00:00.0000000,"USD","VEB",1296.0000,1296.0500,2014-01-21 00:00:00.0000000
11006,2014-01-22 00:00:00.0000000,"USD","ARS",3.5400,3.5398,2014-01-22 00:00:00.0000000
11007,2014-01-22 00:00:00.0000000,"USD","AUD",1.7708,1.7707,2014-01-22 00:00:00.0000000
11008,2014-01-22 00:00:00.0000000,"USD","BRL",2.8620,2.8559,2014-01-22 00:00:00.0000000
11009,2014-01-22 00:00:00.0000000,"USD","CAD",1.5238,1.5200,2014-01-22 00:00:00.0000000
11010,2014-01-22 00:00:00.0000000,"USD","CNY",8.2866,8.2863,2014-01-22 00:00:00.0000000
11011,2014-01-22 00:00:00.0000000,"USD","EUR",1.0096,1.0086,2014-01-22 00:00:00.0000000
11012,2014-01-22 00:00:00.0000000,"USD","GBP",0.6473,0.6471,2014-01-22 00:00:00.0000000
11013,2014-01-22 00:00:00.0000000,"USD","JPY",118.4000,118.3130,2014-01-22 00:00:00.0000000
11014,2014-01-22 00:00:00.0000000,"USD","MXN",9.9483,9.9429,2014-01-22 00:00:00.0000000
11015,2014-01-22 00:00:00.0000000,"USD","SAR",3.7503,3.7441,2014-01-22 00:00:00.0000000
11016,2014-01-22 00:00:00.0000000,"USD","VEB",1351.0000,1350.9600,2014-01-22 00:00:00.0000000
11017,2014-01-23 00:00:00.0000000,"USD","ARS",3.5400,3.5400,2014-01-23 00:00:00.0000000
11018,2014-01-23 00:00:00.0000000,"USD","AUD",1.7634,1.7640,2014-01-23 00:00:00.0000000
11019,2014-01-23 00:00:00.0000000,"USD","BRL",2.8550,2.8610,2014-01-23 00:00:00.0000000
11020,2014-01-23 00:00:00.0000000,"USD","CAD",1.5121,1.5123,2014-01-23 00:00:00.0000000
11021,2014-01-23 00:00:00.0000000,"USD","CNY",8.2866,8.2871,2014-01-23 00:00:00.0000000
11022,2014-01-23 00:00:00.0000000,"USD","EUR",1.0065,1.0068,2014-01-23 00:00:00.0000000
11023,2014-01-23 00:00:00.0000000,"USD","GBP",0.6457,0.6462,2014-01-23 00:00:00.0000000
11024,2014-01-23 00:00:00.0000000,"USD","JPY",118.0600,118.1500,2014-01-23 00:00:00.0000000
11025,2014-01-23 00:00:00.0000000,"USD","MXN",9.8713,9.8740,2014-01-23 00:00:00.0000000
11026,2014-01-23 00:00:00.0000000,"USD","SAR",3.7504,3.7576,2014-01-23 00:00:00.0000000
11027,2014-01-23 00:00:00.0000000,"USD","VEB",1351.0000,1351.0899,2014-01-23 00:00:00.0000000
11028,2014-01-24 00:00:00.0000000,"USD","ARS",3.5600,3.5596,2014-01-24 00:00:00.0000000
11029,2014-01-24 00:00:00.0000000,"USD","AUD",1.7693,1.7684,2014-01-24 00:00:00.0000000
11030,2014-01-24 00:00:00.0000000,"USD","BRL",2.8500,2.8490,2014-01-24 00:00:00.0000000
11031,2014-01-24 00:00:00.0000000,"USD","CAD",1.5208,1.5125,2014-01-24 00:00:00.0000000
11032,2014-01-24 00:00:00.0000000,"USD","CNY",8.2866,8.2860,2014-01-24 00:00:00.0000000
11033,2014-01-24 00:00:00.0000000,"USD","EUR",1.0119,1.0114,2014-01-24 00:00:00.0000000
11034,2014-01-24 00:00:00.0000000,"USD","GBP",0.6462,0.6459,2014-01-24 00:00:00.0000000
11035,2014-01-24 00:00:00.0000000,"USD","JPY",117.6900,117.6570,2014-01-24 00:00:00.0000000
11036,2014-01-24 00:00:00.0000000,"USD","MXN",9.8552,9.8510,2014-01-24 00:00:00.0000000
11037,2014-01-24 00:00:00.0000000,"USD","SAR",3.7504,3.7479,2014-01-24 00:00:00.0000000
11038,2014-01-24 00:00:00.0000000,"USD","VEB",1286.0000,1285.9800,2014-01-24 00:00:00.0000000
11039,2014-01-25 00:00:00.0000000,"USD","ARS",3.5800,3.5808,2014-01-25 00:00:00.0000000
11040,2014-01-25 00:00:00.0000000,"USD","AUD",1.7950,1.7956,2014-01-25 00:00:00.0000000
11041,2014-01-25 00:00:00.0000000,"USD","BRL",2.7940,2.8029,2014-01-25 00:00:00.0000000
11042,2014-01-25 00:00:00.0000000,"USD","CAD",1.5256,1.5335,2014-01-25 00:00:00.0000000
11043,2014-01-25 00:00:00.0000000,"USD","CNY",8.2867,8.2873,2014-01-25 00:00:00.0000000
11044,2014-01-25 00:00:00.0000000,"USD","EUR",1.0114,1.0120,2014-01-25 00:00:00.0000000
11045,2014-01-25 00:00:00.0000000,"USD","GBP",0.6432,0.6442,2014-01-25 00:00:00.0000000
11046,2014-01-25 00:00:00.0000000,"USD","JPY",116.9800,117.0410,2014-01-25 00:00:00.0000000
11047,2014-01-25 00:00:00.0000000,"USD","MXN",9.7611,9.7669,2014-01-25 00:00:00.0000000
11048,2014-01-25 00:00:00.0000000,"USD","SAR",3.7504,3.7530,2014-01-25 00:00:00.0000000
11049,2014-01-25 00:00:00.0000000,"USD","VEB",1306.0000,1306.0699,2014-01-25 00:00:00.0000000
11050,2014-01-26 00:00:00.0000000,"USD","ARS",3.5800,3.5792,2014-01-26 00:00:00.0000000
11051,2014-01-26 00:00:00.0000000,"USD","AUD",1.7888,1.7884,2014-01-26 00:00:00.0000000
11052,2014-01-26 00:00:00.0000000,"USD","BRL",2.8813,2.8769,2014-01-26 00:00:00.0000000
11053,2014-01-26 00:00:00.0000000,"USD","CAD",1.5343,1.5291,2014-01-26 00:00:00.0000000
11054,2014-01-26 00:00:00.0000000,"USD","CNY",8.2866,8.2858,2014-01-26 00:00:00.0000000
11055,2014-01-26 00:00:00.0000000,"USD","EUR",1.0095,1.0086,2014-01-26 00:00:00.0000000
11056,2014-01-26 00:00:00.0000000,"USD","GBP",0.6439,0.6435,2014-01-26 00:00:00.0000000
11057,2014-01-26 00:00:00.0000000,"USD","JPY",116.8700,116.8349,2014-01-26 00:00:00.0000000
11058,2014-01-26 00:00:00.0000000,"USD","MXN",9.7219,9.7180,2014-01-26 00:00:00.0000000
11059,2014-01-26 00:00:00.0000000,"USD","SAR",3.7504,3.7423,2014-01-26 00:00:00.0000000
11060,2014-01-26 00:00:00.0000000,"USD","VEB",1287.0000,1287.0000,2014-01-26 00:00:00.0000000
11061,2014-01-27 00:00:00.0000000,"USD","ARS",3.5800,3.5802,2014-01-27 00:00:00.0000000
11062,2014-01-27 00:00:00.0000000,"USD","AUD",1.7888,1.7889,2014-01-27 00:00:00.0000000
11063,2014-01-27 00:00:00.0000000,"USD","BRL",2.8813,2.8849,2014-01-27 00:00:00.0000000
11064,2014-01-27 00:00:00.0000000,"USD","CAD",1.5343,1.5397,2014-01-27 00:00:00.0000000
11065,2014-01-27 00:00:00.0000000,"USD","CNY",8.2866,8.2873,2014-01-27 00:00:00.0000000
11066,2014-01-27 00:00:00.0000000,"USD","EUR",1.0087,1.0095,2014-01-27 00:00:00.0000000
11067,2014-01-27 00:00:00.0000000,"USD","GBP",0.6439,0.6440,2014-01-27 00:00:00.0000000
11068,2014-01-27 00:00:00.0000000,"USD","JPY",116.9100,116.9659,2014-01-27 00:00:00.0000000
11069,2014-01-27 00:00:00.0000000,"USD","MXN",9.7219,9.7289,2014-01-27 00:00:00.0000000
11070,2014-01-27 00:00:00.0000000,"USD","SAR",3.7504,3.7522,2014-01-27 00:00:00.0000000
11071,2014-01-27 00:00:00.0000000,"USD","VEB",1287.0000,1287.0200,2014-01-27 00:00:00.0000000
11072,2014-01-28 00:00:00.0000000,"USD","ARS",3.5800,3.5790,2014-01-28 00:00:00.0000000
11073,2014-01-28 00:00:00.0000000,"USD","AUD",1.7902,1.7897,2014-01-28 00:00:00.0000000
11074,2014-01-28 00:00:00.0000000,"USD","BRL",2.8813,2.8750,2014-01-28 00:00:00.0000000
11075,2014-01-28 00:00:00.0000000,"USD","CAD",1.5343,1.5306,2014-01-28 00:00:00.0000000
11076,2014-01-28 00:00:00.0000000,"USD","CNY",8.2866,8.2866,2014-01-28 00:00:00.0000000
11077,2014-01-28 00:00:00.0000000,"USD","EUR",1.0085,1.0084,2014-01-28 00:00:00.0000000
11078,2014-01-28 00:00:00.0000000,"USD","GBP",0.6438,0.6438,2014-01-28 00:00:00.0000000
11079,2014-01-28 00:00:00.0000000,"USD","JPY",116.8900,116.8490,2014-01-28 00:00:00.0000000
11080,2014-01-28 00:00:00.0000000,"USD","MXN",9.7219,9.7129,2014-01-28 00:00:00.0000000
11081,2014-01-28 00:00:00.0000000,"USD","SAR",3.7504,3.7439,2014-01-28 00:00:00.0000000
11082,2014-01-28 00:00:00.0000000,"USD","VEB",1287.0000,1286.9300,2014-01-28 00:00:00.0000000
11083,2014-01-29 00:00:00.0000000,"USD","ARS",3.6000,3.6006,2014-01-29 00:00:00.0000000
11084,2014-01-29 00:00:00.0000000,"USD","AUD",1.7858,1.7863,2014-01-29 00:00:00.0000000
11085,2014-01-29 00:00:00.0000000,"USD","BRL",2.8550,2.8580,2014-01-29 00:00:00.0000000
11086,2014-01-29 00:00:00.0000000,"USD","CAD",1.5391,1.5457,2014-01-29 00:00:00.0000000
11087,2014-01-29 00:00:00.0000000,"USD","CNY",8.2867,8.2871,2014-01-29 00:00:00.0000000
11088,2014-01-29 00:00:00.0000000,"USD","EUR",0.9966,0.9968,2014-01-29 00:00:00.0000000
11089,2014-01-29 00:00:00.0000000,"USD","GBP",0.6373,0.6377,2014-01-29 00:00:00.0000000
11090,2014-01-29 00:00:00.0000000,"USD","JPY",116.4300,116.4910,2014-01-29 00:00:00.0000000
11091,2014-01-29 00:00:00.0000000,"USD","MXN",9.7719,9.7739,2014-01-29 00:00:00.0000000
11092,2014-01-29 00:00:00.0000000,"USD","SAR",3.7507,3.7551,2014-01-29 00:00:00.0000000
11093,2014-01-29 00:00:00.0000000,"USD","VEB",1301.0000,1301.0100,2014-01-29 00:00:00.0000000
11094,2014-01-30 00:00:00.0000000,"USD","ARS",3.5500,3.5499,2014-01-30 00:00:00.0000000
11095,2014-01-30 00:00:00.0000000,"USD","AUD",1.7955,1.7947,2014-01-30 00:00:00.0000000
11096,2014-01-30 00:00:00.0000000,"USD","BRL",2.8750,2.8710,2014-01-30 00:00:00.0000000
11097,2014-01-30 00:00:00.0000000,"USD","CAD",1.5394,1.5376,2014-01-30 00:00:00.0000000
11098,2014-01-30 00:00:00.0000000,"USD","CNY",8.2870,8.2868,2014-01-30 00:00:00.0000000
11099,2014-01-30 00:00:00.0000000,"USD","EUR",0.9883,0.9882,2014-01-30 00:00:00.0000000
11100,2014-01-30 00:00:00.0000000,"USD","GBP",0.6346,0.6337,2014-01-30 00:00:00.0000000
11101,2014-01-30 00:00:00.0000000,"USD","JPY",115.9500,115.8800,2014-01-30 00:00:00.0000000
11102,2014-01-30 00:00:00.0000000,"USD","MXN",9.6973,9.6929,2014-01-30 00:00:00.0000000
11103,2014-01-30 00:00:00.0000000,"USD","SAR",3.7507,3.7492,2014-01-30 00:00:00.0000000
11104,2014-01-30 00:00:00.0000000,"USD","VEB",1316.0000,1315.9300,2014-01-30 00:00:00.0000000
11105,2014-01-31 00:00:00.0000000,"USD","ARS",3.5400,3.5409,2014-01-31 00:00:00.0000000
11106,2014-01-31 00:00:00.0000000,"USD","AUD",1.8146,1.8152,2014-01-31 00:00:00.0000000
11107,2014-01-31 00:00:00.0000000,"USD","BRL",2.8969,2.8990,2014-01-31 00:00:00.0000000
11108,2014-01-31 00:00:00.0000000,"USD","CAD",1.5399,1.5417,2014-01-31 00:00:00.0000000
11109,2014-01-31 00:00:00.0000000,"USD","CNY",8.2868,8.2873,2014-01-31 00:00:00.0000000
11110,2014-01-31 00:00:00.0000000,"USD","EUR",0.9930,0.9939,2014-01-31 00:00:00.0000000
11111,2014-01-31 00:00:00.0000000,"USD","GBP",0.6366,0.6368,2014-01-31 00:00:00.0000000
11112,2014-01-31 00:00:00.0000000,"USD","JPY",116.3500,116.3840,2014-01-31 00:00:00.0000000
11113,2014-01-31 00:00:00.0000000,"USD","MXN",9.7055,9.7129,2014-01-31 00:00:00.0000000
11114,2014-01-31 00:00:00.0000000,"USD","SAR",3.7507,3.7568,2014-01-31 00:00:00.0000000
11115,2014-01-31 00:00:00.0000000,"USD","VEB",1316.0000,1316.0300,2014-01-31 00:00:00.0000000
11116,2014-02-01 00:00:00.0000000,"USD","ARS",3.5600,3.5594,2014-02-01 00:00:00.0000000
11117,2014-02-01 00:00:00.0000000,"USD","AUD",1.8057,1.8052,2014-02-01 00:00:00.0000000
11118,2014-02-01 00:00:00.0000000,"USD","BRL",2.8510,2.8439,2014-02-01 00:00:00.0000000
11119,2014-02-01 00:00:00.0000000,"USD","CAD",1.5457,1.5403,2014-02-01 00:00:00.0000000
11120,2014-02-01 00:00:00.0000000,"USD","CNY",8.2867,8.2866,2014-02-01 00:00:00.0000000
11121,2014-02-01 00:00:00.0000000,"USD","EUR",0.9889,0.9883,2014-02-01 00:00:00.0000000
11122,2014-02-01 00:00:00.0000000,"USD","GBP",0.6357,0.6347,2014-02-01 00:00:00.0000000
11123,2014-02-01 00:00:00.0000000,"USD","JPY",116.5900,116.5350,2014-02-01 00:00:00.0000000
