PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
3386,4,4,261,1492,4,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,482.5170,38.6014,12.0629,533.1813,2014-06-29 00:00:00.0000000
3387,4,4,251,1602,5,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,1796.0355,143.6828,44.9009,1984.6192,2014-06-29 00:00:00.0000000
3388,4,4,253,1540,4,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,602.2485,48.1799,15.0562,665.4846,2014-06-29 00:00:00.0000000
3389,4,4,252,1628,5,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-06-29 00:00:00.0000000
3390,6,4,256,1604,4,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2014-06-29 00:00:00.0000000
3391,4,4,259,1690,5,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2014-06-29 00:00:00.0000000
3392,4,4,260,1566,5,2014-06-20 00:00:00.0000000,2014-06-29 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2014-06-29 00:00:00.0000000
3393,4,4,258,1698,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-06-30 00:00:00.0000000
3394,4,4,254,1560,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2014-06-30 00:00:00.0000000
3395,4,4,257,1692,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,2934.5400,234.7632,73.3635,3242.6667,2014-06-30 00:00:00.0000000
3396,4,4,261,1696,2,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2014-06-30 00:00:00.0000000
3397,4,4,251,1504,1,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2014-06-30 00:00:00.0000000
3398,4,4,253,1544,1,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,6987.7500,559.0200,174.6938,7721.4638,2014-06-30 00:00:00.0000000
3399,4,4,255,1530,2,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2014-06-30 00:00:00.0000000
3400,4,4,252,1508,1,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2014-06-30 00:00:00.0000000
3401,4,4,259,1694,1,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,3407.2500,272.5800,85.1813,3765.0113,2014-06-30 00:00:00.0000000
3402,4,4,260,1624,2,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2014-06-30 00:00:00.0000000
3403,4,4,258,1548,2,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2014-06-30 00:00:00.0000000
3404,4,3,250,1598,4,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,240.7230,19.2578,6.0181,265.9989,2014-06-30 00:00:00.0000000
3405,4,4,257,1658,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-06-30 00:00:00.0000000
3406,4,4,261,1536,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,544.7295,43.5784,13.6182,601.9261,2014-06-30 00:00:00.0000000
3407,4,4,251,1568,1,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,18641.7000,1491.3360,466.0425,20599.0785,2014-06-30 00:00:00.0000000
3408,5,4,253,1648,5,2014-06-21 00:00:00.0000000,2014-06-30 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2014-06-30 00:00:00.0000000
3409,4,4,255,1646,2,2014-06-22 00:00:00.0000000,2014-07-01 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2014-07-01 00:00:00.0000000
3410,4,4,256,1672,4,2014-06-22 00:00:00.0000000,2014-07-01 00:00:00.0000000,421.1550,33.6924,10.5289,465.3763,2014-07-01 00:00:00.0000000
3411,4,4,259,1600,1,2014-06-22 00:00:00.0000000,2014-07-01 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2014-07-01 00:00:00.0000000
3412,4,4,260,1522,1,2014-06-22 00:00:00.0000000,2014-07-01 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2014-07-01 00:00:00.0000000
3413,4,4,258,1570,4,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2014-07-02 00:00:00.0000000
3414,4,4,254,1516,1,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2014-07-02 00:00:00.0000000
3415,4,4,257,1506,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-02 00:00:00.0000000
3416,4,4,261,1626,2,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2014-07-02 00:00:00.0000000
3417,4,4,251,1542,2,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2014-07-02 00:00:00.0000000
3418,4,4,253,1610,4,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2014-07-02 00:00:00.0000000
3419,4,4,255,1638,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-07-02 00:00:00.0000000
3420,4,4,256,1582,4,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,247.5585,19.8047,6.1890,273.5522,2014-07-02 00:00:00.0000000
3421,4,4,259,1510,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2014-07-02 00:00:00.0000000
3422,4,4,250,1526,2,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2014-07-02 00:00:00.0000000
3423,4,4,258,1644,1,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2014-07-02 00:00:00.0000000
3424,4,4,254,1680,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-02 00:00:00.0000000
3425,4,4,257,1584,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,2979.2700,238.3416,74.4818,3292.0934,2014-07-02 00:00:00.0000000
3426,4,4,261,1620,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2014-07-02 00:00:00.0000000
3427,4,4,251,1666,5,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,776.7900,62.1432,19.4198,858.3530,2014-07-02 00:00:00.0000000
3428,4,4,253,1592,2,2014-06-23 00:00:00.0000000,2014-07-02 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2014-07-02 00:00:00.0000000
3429,4,4,255,1618,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2014-07-03 00:00:00.0000000
3430,4,4,256,1612,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2014-07-03 00:00:00.0000000
3431,4,4,259,1586,5,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-03 00:00:00.0000000
3432,4,4,260,1500,1,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2014-07-03 00:00:00.0000000
3433,4,4,250,1656,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,389.6550,31.1724,9.7414,430.5688,2014-07-03 00:00:00.0000000
3434,4,4,254,1572,1,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2014-07-03 00:00:00.0000000
3435,4,4,257,1562,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,1656.8370,132.5470,41.4209,1830.8049,2014-07-03 00:00:00.0000000
3436,4,4,261,1662,2,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2014-07-03 00:00:00.0000000
3437,4,4,251,1682,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2014-07-03 00:00:00.0000000
3438,4,4,253,1686,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,624.2985,49.9439,15.6075,689.8499,2014-07-03 00:00:00.0000000
3439,4,4,255,1684,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,20980.5750,1678.4460,524.5144,23183.5354,2014-07-03 00:00:00.0000000
3440,4,4,256,1534,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,360.0450,28.8036,9.0011,397.8497,2014-07-03 00:00:00.0000000
3441,4,4,259,1614,4,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,260.4735,20.8379,6.5118,287.8232,2014-07-03 00:00:00.0000000
3442,4,4,260,1588,5,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2014-07-03 00:00:00.0000000
3443,4,4,258,1622,5,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,414.8550,33.1884,10.3714,458.4148,2014-07-03 00:00:00.0000000
3444,4,4,254,1632,5,2014-06-24 00:00:00.0000000,2014-07-03 00:00:00.0000000,38421.0750,3073.6860,960.5269,42455.2879,2014-07-03 00:00:00.0000000
3445,4,4,257,1608,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2014-07-04 00:00:00.0000000
3446,4,4,261,1576,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2014-07-04 00:00:00.0000000
3447,4,4,251,1590,1,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2014-07-04 00:00:00.0000000
3448,4,4,253,1514,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,2003.6835,160.2947,50.0921,2214.0703,2014-07-04 00:00:00.0000000
3449,4,4,255,1498,4,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2014-07-04 00:00:00.0000000
3450,4,4,256,1674,2,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2014-07-04 00:00:00.0000000
3451,4,4,252,1652,1,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,6993.5250,559.4820,174.8381,7727.8451,2014-07-04 00:00:00.0000000
3452,5,4,260,1578,3,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,36122.6250,2889.8100,903.0656,39915.5006,2014-07-04 00:00:00.0000000
3453,4,4,258,1538,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2014-07-04 00:00:00.0000000
3454,4,4,254,1556,4,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2014-07-04 00:00:00.0000000
3455,5,4,257,1554,4,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,111.0690,8.8855,2.7767,122.7312,2014-07-04 00:00:00.0000000
3456,4,4,261,1688,4,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2014-07-04 00:00:00.0000000
3457,4,4,250,1580,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-07-04 00:00:00.0000000
3458,4,4,253,1496,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,696.5280,55.7222,17.4132,769.6634,2014-07-04 00:00:00.0000000
3459,4,4,255,1494,2,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2014-07-04 00:00:00.0000000
3460,4,4,256,1650,5,2014-06-25 00:00:00.0000000,2014-07-04 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2014-07-04 00:00:00.0000000
3461,4,4,259,1654,4,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2014-07-05 00:00:00.0000000
3462,4,4,260,1664,3,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2014-07-05 00:00:00.0000000
3463,4,4,258,1678,4,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,25334.9250,2026.7940,633.3731,27995.0921,2014-07-05 00:00:00.0000000
3464,4,4,254,1616,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,278.5230,22.2818,6.9631,307.7679,2014-07-05 00:00:00.0000000
3465,4,4,252,1492,4,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,111.0690,8.8855,2.7767,122.7312,2014-07-05 00:00:00.0000000
3466,4,4,261,1602,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,1796.0355,143.6828,44.9009,1984.6192,2014-07-05 00:00:00.0000000
3467,4,4,251,1540,4,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,748.7550,59.9004,18.7189,827.3743,2014-07-05 00:00:00.0000000
3468,4,4,253,1628,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-07-05 00:00:00.0000000
3469,4,4,255,1604,4,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2014-07-05 00:00:00.0000000
3470,4,4,256,1690,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2014-07-05 00:00:00.0000000
3471,4,4,259,1566,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2014-07-05 00:00:00.0000000
3472,4,4,260,1698,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-07-05 00:00:00.0000000
3473,4,4,258,1560,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2014-07-05 00:00:00.0000000
3474,4,4,254,1692,5,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,6444.9000,515.5920,161.1225,7121.6145,2014-07-05 00:00:00.0000000
3475,4,4,257,1696,2,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,152581.2750,12206.5020,3814.5319,168602.3089,2014-07-05 00:00:00.0000000
3476,4,4,261,1504,1,2014-06-26 00:00:00.0000000,2014-07-05 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2014-07-05 00:00:00.0000000
3477,4,4,251,1544,1,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,6987.7500,559.0200,174.6938,7721.4638,2014-07-06 00:00:00.0000000
3478,4,4,253,1530,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2014-07-06 00:00:00.0000000
3479,4,4,255,1508,1,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2014-07-06 00:00:00.0000000
3480,4,4,256,1694,1,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,7623.0000,609.8400,190.5750,8423.4150,2014-07-06 00:00:00.0000000
3481,4,4,259,1624,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2014-07-06 00:00:00.0000000
3482,4,4,260,1548,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2014-07-06 00:00:00.0000000
3483,4,4,258,1598,4,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,358.1550,28.6524,8.9539,395.7613,2014-07-06 00:00:00.0000000
3484,4,4,254,1658,5,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-06 00:00:00.0000000
3485,4,4,257,1536,4,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,1637.9370,131.0350,40.9484,1809.9204,2014-07-06 00:00:00.0000000
3486,4,4,261,1568,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,29989.5750,2399.1660,749.7394,33138.4804,2014-07-06 00:00:00.0000000
3487,4,4,251,1648,5,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2014-07-06 00:00:00.0000000
3488,4,4,253,1646,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2014-07-06 00:00:00.0000000
3489,4,4,252,1672,4,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,12127.7415,970.2193,303.1935,13401.1543,2014-07-06 00:00:00.0000000
3490,4,4,256,1600,1,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2014-07-06 00:00:00.0000000
3491,4,4,259,1522,1,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2014-07-06 00:00:00.0000000
3492,4,4,260,1570,2,2014-06-27 00:00:00.0000000,2014-07-06 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2014-07-06 00:00:00.0000000
3493,4,4,258,1516,1,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2014-07-07 00:00:00.0000000
3494,4,4,254,1506,5,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-07 00:00:00.0000000
3495,4,4,257,1626,2,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2014-07-07 00:00:00.0000000
3496,4,4,261,1542,2,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2014-07-07 00:00:00.0000000
3497,4,4,251,1610,4,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2014-07-07 00:00:00.0000000
3498,4,4,253,1638,5,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-07-07 00:00:00.0000000
3499,4,4,255,1582,5,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,694.1655,55.5332,17.3541,767.0528,2014-07-07 00:00:00.0000000
3500,4,4,252,1510,5,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2014-07-07 00:00:00.0000000
3501,4,4,259,1526,2,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2014-07-07 00:00:00.0000000
3502,4,4,260,1644,1,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2014-07-07 00:00:00.0000000
3503,4,4,258,1680,4,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,19952.6250,1596.2100,498.8156,22047.6506,2014-07-07 00:00:00.0000000
3504,5,3,250,1584,5,2014-06-28 00:00:00.0000000,2014-07-07 00:00:00.0000000,6540.6600,523.2528,163.5165,7227.4293,2014-07-07 00:00:00.0000000
3505,4,4,257,1620,5,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2014-07-09 00:00:00.0000000
3506,4,4,261,1666,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,484.4070,38.7526,12.1102,535.2698,2014-07-09 00:00:00.0000000
3507,4,4,251,1592,2,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2014-07-09 00:00:00.0000000
3508,4,4,253,1618,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2014-07-09 00:00:00.0000000
3509,4,4,255,1612,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2014-07-09 00:00:00.0000000
3510,4,4,256,1586,5,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-07-09 00:00:00.0000000
3511,4,4,259,1500,1,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2014-07-09 00:00:00.0000000
3512,4,4,260,1656,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,240.7230,19.2578,6.0181,265.9989,2014-07-09 00:00:00.0000000
3513,4,4,258,1572,1,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2014-07-09 00:00:00.0000000
3514,5,4,254,1562,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,253.3230,20.2658,6.3331,279.9219,2014-07-09 00:00:00.0000000
3515,4,4,257,1662,2,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2014-07-09 00:00:00.0000000
3516,4,4,261,1682,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2014-07-09 00:00:00.0000000
3517,4,4,251,1686,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,710.3250,56.8260,17.7581,784.9091,2014-07-09 00:00:00.0000000
3518,4,4,253,1684,5,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,86220.7500,6897.6600,2155.5188,95273.9288,2014-07-09 00:00:00.0000000
3519,4,4,255,1534,4,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,235.9035,18.8723,5.8976,260.6734,2014-07-09 00:00:00.0000000
3520,4,4,256,1614,5,2014-06-30 00:00:00.0000000,2014-07-09 00:00:00.0000000,428.4000,34.2720,10.7100,473.3820,2014-07-09 00:00:00.0000000
3521,4,4,259,1588,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2014-07-10 00:00:00.0000000
3522,4,4,250,1622,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,272.4435,21.7955,6.8111,301.0501,2014-07-10 00:00:00.0000000
3523,4,4,258,1632,4,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,23671.7250,1893.7380,591.7931,26157.2561,2014-07-10 00:00:00.0000000
3524,4,4,254,1608,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2014-07-10 00:00:00.0000000
3525,4,4,257,1576,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2014-07-10 00:00:00.0000000
3526,4,4,261,1590,1,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2014-07-10 00:00:00.0000000
3527,4,4,251,1514,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,2003.6835,160.2947,50.0921,2214.0703,2014-07-10 00:00:00.0000000
3528,4,4,253,1498,4,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2014-07-10 00:00:00.0000000
3529,4,4,255,1674,2,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2014-07-10 00:00:00.0000000
3530,4,4,256,1652,4,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,48186.6000,3854.9280,1204.6650,53246.1930,2014-07-10 00:00:00.0000000
3531,4,4,259,1578,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,26720.9250,2137.6740,668.0231,29526.6221,2014-07-10 00:00:00.0000000
3532,4,4,260,1538,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2014-07-10 00:00:00.0000000
3533,4,4,250,1556,4,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2014-07-10 00:00:00.0000000
3534,4,4,254,1554,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,278.8380,22.3070,6.9710,308.1160,2014-07-10 00:00:00.0000000
3535,4,4,257,1688,4,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2014-07-10 00:00:00.0000000
3536,4,4,261,1580,5,2014-07-01 00:00:00.0000000,2014-07-10 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-07-10 00:00:00.0000000
3537,4,4,251,1496,5,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,776.7900,62.1432,19.4198,858.3530,2014-07-11 00:00:00.0000000
3538,4,4,253,1494,2,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2014-07-11 00:00:00.0000000
3539,4,4,255,1650,5,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2014-07-11 00:00:00.0000000
3540,4,4,256,1654,4,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2014-07-11 00:00:00.0000000
3541,4,4,259,1664,3,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2014-07-11 00:00:00.0000000
3542,4,4,260,1678,3,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,33350.6250,2668.0500,833.7656,36852.4406,2014-07-11 00:00:00.0000000
3543,6,4,258,1616,5,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,414.8550,33.1884,10.3714,458.4148,2014-07-11 00:00:00.0000000
3544,4,4,254,1492,5,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,278.8380,22.3070,6.9710,308.1160,2014-07-11 00:00:00.0000000
3545,4,4,257,1602,5,2014-07-02 00:00:00.0000000,2014-07-11 00:00:00.0000000,1796.0355,143.6828,44.9009,1984.6192,2014-07-11 00:00:00.0000000
